username,time,text,tags,locations
Anthony Mina,Aug 5,"People of Jbeil 
A donation drop point will be set starting tomorrow at the USEK School of Medicine and medical  sciences to support families who lost everything yesterday. RTs are appreciated #Beirut #PrayForLebanon #Lebanon #انفجار_المرفأ 
@USEKOfficial","['#PrayForLebanon', '#انفجار_المرفأ', '#Lebanon', '#Beirut']",
who knew?,Aug 5,"6th richest 
 economy & we have given Lebanon an aid package of just £5million?
. I hope that this is just an immediate £aid package and there will be further aid for emergency housing, water and sanitation. Aid for medical facilities and food supplies. 
#PrayForLebanon #Beruit","['#PrayForLebanon', '#Beruit']",
Hedi Mehrez,Aug 5,"Tunisian President Kaïs Saied has ordered the dispatch of two military planes loaded with medical equipment, medicine and food to Lebanon",[],
DimaGitelman,Aug 5,"Replying to 
@MusaAbdisalam
 and 
@MowliidHaji",[],
Deborah Haynes,Aug 5,"BREAKING: 
 has offered to send 
@RoyalNavy
 ship to assess damage to #Beirut port. ""We have a RN survey ship in the area which can be deployed,"" 
@DominicRaab
 says.
UK also poised to send search & rescue teams + medical support to Lebanon
 & £5 million in humanitarian aid.",['#Beirut'],
Yörük Işık,Aug 5,"Turkey has started sending search and rescue squads, as well as emergency health personnel, to #Beirut, Turkish MFA said. Medication and medical equipment are also being sent to #Lebanon from Turkey, while a field hospital is also planned to be built there http://mfa.gov.tr/sc_-73_-lubnan-a-yardimimiz-hk-sc.tr.mfa…","['#Lebanon', '#Beirut']",
Narek Minasyan,Aug 5,"#Armenia will deliver assistance to both the government of #Lebanon&to the #Armenian community.   
Assistance will be in the form of medicine, medical equipment, food& other supplies &will arrive as soon as possible via charter flight. Armenia's MES will send rescuers to #Beirut.","['#Armenian', '#Armenia', '#Lebanon', '#Beirut']",
وزارة الخارجية والتعاون الدولي,Aug 5,"Under His Highness Sheikh Mohammed bin Rashid's directives, UAE dispatches emergency medical aid to Lebanon.",[],
Pulse ISM Inc,Aug 5,"Beirut has our deepest sympathies, as the medical and recovery workers move through the difficult days and weeks ahead, they will always be in our thoughts. #beirut #lebanon","['#lebanon', '#beirut']",
Dr. Yasir Qadhi,Aug 5,"Alḥamdulillah we've set up a fundraiser for the victims and families of the blast with charity partners that I can personally vouch for in Lebanon (immediate medical aid and food supplies).
I will update with photos/videos soon (as always).
Donate here:",[],
Dr. Omar Daher,Aug 5,"My thoughts and prayers go out to the people of Lebanon and the brave medical staff taking care of the injured, the infected, all under disgusting circumstances (ie no electricity). May ease come with your hardships. https://instagram.com/p/CDhGZUUhLD2/?igshid=11arahbwjbuq3…",[],
Dr Kerem Kınık,Aug 5,".
@RedCrescent
 send an aid team and emergency medical supplies to #Lebanon #Beirut #BeirutExplosion 
@RedCrossLebanon
 
@IFRC_MENA","['#BeirutExplosion', '#Lebanon', '#Beirut']",
Hezbollah Watch®,Aug 5,"""#Israel approached #Lebanon through int'l defense & diplomatic channels to offer the Lebanese gov't medical humanitarian aid,"" read a statement from Def. Min. Benny Gantz & Foreign Min. Gabi Ashkenazi.

#LebanonExplosion #BeirutExplosion #Hezbollah #Iran","['#Hezbollah', '#Israel', '#LebanonExplosion', '#Iran', '#BeirutExplosion', '#Lebanon']",
jadkeren,Aug 5,"Israel offers medical aid to Lebanon, response is silence",[],
CGTN Africa,Aug 5,"Tunisia to send two military planes with food aid, medical supplies to Lebanon",[],
c.,Aug 5,"Replying to 
@walIahi",[],
Western Radiology,Aug 5,"We would like to send our thoughts to the people of Beirut, Lebanon at this time. Our hearts are with you. Please consider donating to help with medical supplies. #LebanonExplosion",['#LebanonExplosion'],
Sam dada,Aug 5,"China has tasked a team of medical experts in Lebanon to join in the rescue operations in the capital, Beirut, following Tuesday's deadly explosions.",[],
حسن سجواني,Aug 5,"Under the directive of HH Sheikh Mohammed bin Rashid, UAE dispatches emergency medical aid to #Lebanon
 
@UAEAid
 
@IHC_UAE
 

#LebanonExplosion
#prayforbeirut 
#PrayForLebanon 
http://wam.ae/en/details/1395302860531…","['#PrayForLebanon', '#prayforbeirut', '#LebanonExplosion', '#Lebanon']",
Daniel Carmon,Aug 5,"RT 
@gilicohen10
 @kann_news
 :Israel has begun logistical preparations for the transfer of needed medical equipment required in #Lebanon.These messages were conveyed to the representatives of 
@UN
 #France & #Cyprus. #Beirut_Explosion","['#France', '#Beirut_Explosion', '#Lebanon', '#Cyprus']",
420 by WeedClub,Aug 5,"In Lebanon's Beqaa Valley, locals divided over legalisation of medical marijuana http://weedclub.com/FNWrk via 
@FRANCE24
 #Lebanon #MedicalCannabis #economy #Jobs #farming","['#farming', '#MedicalCannabis', '#economy', '#Jobs', '#Lebanon']",
Amlika,Aug 5,"Bangladesh must send Medical Assistance for #Lebanon

#PrayForLebanon
@bbcbangla
@ZEE5Bangla","['#PrayForLebanon', '#Lebanon']",
Kjell-Gunnar Eriksen,Aug 5,"Norway will increase our humanitarian assistance to Lebanon & contribute w/ medical equipment - FM #EriksenSoreide. 
@NorwayinLebanon",['#EriksenSoreide'],
Sina Toossi,Aug 5,"The first plane of Iranian aid for Lebanon has been sent, delivering medicine & medical equipment, surgeons & specialist physicians, & a field hospital.

#Iran is sending aid despite its own economy being devastated by US sanctions & the pandemic.",['#Iran'],
H24 News United Arab Emirates,Aug 5,"In implementation of the directives of His Highness the Amir Sheikh Tamim bin Hamad al-Thani to send urgent medical aid to Lebanon, aircraft belonging to the Qatari Amiri Air Force arrived…

#Beirut #Qatari #FieldHospitals","['#Qatari', '#FieldHospitals', '#Beirut']",
J Buna 0/00 T,Aug 5,Medical Relief to Lebanon,[],
Israel Headline News,Aug 5,Report: Israel in talks with Lebanon to send medical equipment,[],
Patrizia I. Duda,Aug 5,"Apparently #Israel in advanced discussions 2 transfer medical #aid 2 #Lebanon after #BeirutExplosion (Kan public broadcaster reports). Contacts moderated by the #UN. Pessimistic it'll work out, but let's hope!
https://bit.ly/2XwcSm8
#disasterdiplomacy #beirut #diplomacy","['#Israel', '#aid', '#disasterdiplomacy', '#BeirutExplosion', '#Lebanon', '#diplomacy', '#UN', '#beirut']",
Agencia AJN,Aug 5,#Beirut. #Israel in advanced discussions to send medical equipment to #Lebanon #BeirutBlast #BeirutExplosion,"['#Israel', '#BeirutBlast', '#BeirutExplosion', '#Lebanon', '#Beirut']",
belly the b_elly,Aug 5,"Lebanon needs medical equipments
黎巴嫩急需要醫療設備

#PeopleHelpPeople 
#Lebanon #Beirut #explosion","['#PeopleHelpPeople', '#explosion', '#Lebanon', '#Beirut']",
Al-Monitor,Aug 5,Israel offers Lebanon medical assistance after Beirut blast,[],
Aviv Ezra,Aug 5,"Israel 
 has offered humanitarian and medical aid to the government of Lebanon  #TikkunOlam #Israel https://mfa.gov.il/MFA/PressRoom/2020/Pages/Israel-offers-humanitarian-aid-to-Lebanon-4-August-2020.aspx?utm_source=InforuMail&utm_medium=email&utm_campaign=Israel+offers+humanitarian+aid+to+Lebanon+4+August+2020…","['#Israel', '#TikkunOlam']",
chriswatts,Aug 5,"Dr Edmond Abboud says ""The #corona #Virus will take advantage of the chaos..."" The #Explosion in #Beirut destroyed hospitals and important medical ressources that are now missing. #AmmoniumNitrate #desaster #coronavirus  #LebanonExplosion #Lebanon #PrayForLebanon","['#Explosion', '#LebanonExplosion', '#desaster', '#corona', '#AmmoniumNitrate', '#coronavirus', '#PrayForLebanon', '#Lebanon', '#Virus', '#Beirut']",
Muhammad Hekal,Aug 5,"Replying to 
@Under_Scouser
 @AnonOpsSE
 and 
@LatestAnonNews",[],
フローライト,Aug 5,"レバノンに野戦病院　カタール：時事ドットコム
The Qatar government has decided to provide medical assistance such as a field hospital to Lebanon where the big explosion occurred, and air transportation began on the 5th.
#PrayForLebanon https://jiji.com/jc/article?k=2020080501338&g=int… 
@jijicom
から",['#PrayForLebanon'],
Wafa' Abdel Rahman وفاء عبد الرحمن,Aug 5,"Replying to 
@NehmeBassel",[],
Strategy Matters,Aug 5,"#France’s 
@EmmanuelMacron
 makes first move to help #Lebanon after blast…
Humanitarian & medical aid forthcoming, but unclear how much financial aid may be offered, if any, after previous demands for reform.
–
@Elaine_Ganley
/
@AP
>https://bit.ly/31pnLaj
—
#Beirut #Iran #strategy","['#Iran', '#France', '#strategy', '#Lebanon', '#Beirut']",
Khalid,Aug 5,"PPEs & medical supplies that was being used to fight COVID-19 were all destroyed in the blast #Lebanon 

Patients recieving treatment at nearby hospitals died few secs after,hospital  buildings are also gone.",['#Lebanon'],
Mr.HassaNĪ| َّمَرٌ.حَسَنِي,Aug 5,"""If you want to help someone help them in the right way, not the other way'— Lebanon don't need a medical, food, aid or like this but need help with arms and hands together— Arabis dont involve in Lebanon policy. Those harass Lebanon re westers use isreal as u know 2016"" she said",[],
The Times of Israel,Aug 5,Israel in advanced discussions to send medical equipment to Lebanon — TV,[],
Serge,Aug 5,"Armenia will send humanitarian aid to Lebanon in the form of medicine, medical equipment, food and other supplies via a chartered flight after the Beirut port explosion.

Earlier Pashinyan and Aoun held a phone conversation.",[],
pooja_ramakrishnan,Aug 5,"#Lebanon blast. This is so heartbreaking to even see the damages over covid 19. Already people are in need of medical aids and on top, they need even more because of this blast. Feeling heartbroke. #PrayersForLebanon https://pic.twitter.com/8f1Nu20xRD","['#PrayersForLebanon', '#Lebanon']",
International Aid Charity UK,Aug 5,"International Aid Charity UK is working with ground teams in Lebanon to deliver emergency aid to those affected in Beirut by the explosion.

Your donations will help provide medical relief, food aid and community rebuilding. 

http://iacharity.uk/lebanon-emergency-appeal/…

#beirut #lebanon #charity","['#charity', '#lebanon', '#beirut']",
Air Mshl R Kalim,Aug 5,Lebanon blasts: UAE dispatches emergency medical aid,[],
Selami Haktan (Eng),Aug 5,"Turkey’s Health Minister Koca:

“Turkey will send medical and humanitarian aid to Lebanon and that a team of 20 specialist physicians will be sent to Beirut for the treatment of injured people.”

#Beirut 
#Lebanon 
#BeirutExplosion","['#BeirutExplosion', '#Lebanon', '#Beirut']",
Bee KÓHUaithnigh,Aug 5,"Saluting the Lebanese Red Cross & all the hospitals who are doing their best to provide medical help to those who suffered from yesterday's tragedy. If you can, please show appreciation to the efforts by making a donation.
#Beirut 
#Lebanon 
https://supportlrc.app/donate/?fbclid=IwAR3bxMuC4zFJHenmAKAJPJXt0u_JyF9wzTd32DIHpxM1t_2MewKUMLNoBAY…","['#Lebanon', '#Beirut']",
Eli Dror,Aug 5,"""Following the explosion, Defense Minister Benny Gantz and Foreign Minister Gabi Ashkenazi conveyed via diplomatic and security channels Israel's offer to provide humanitarian relief and medical support to the Lebanese people."" #Lebanon #Israel #HumanitarianCrisis #explosion","['#HumanitarianCrisis', '#Israel', '#explosion', '#Lebanon']",
Arab American Giving,Aug 5,"Lebanon needs our help now, more than ever, to access medical supplies, rebuild homes and meet the basic needs necessary for survival after the devastating explosion that took place August 4, 2020.",[],
Dejan Marinkovic,Aug 5,"PARIS: French President Emmanuel Macron is traveling to Lebanon on Thursday to offer support for the troubled country after a massive, deadly explosion that has drawn global pledges of medical and humanitarian aid.

#balkantimespres #linkedintel","['#linkedintel', '#balkantimespres']",
Carolina Leinwand,Aug 5,"SAMS always has and will continue to provide lifesaving medical care in Lebanon. Please read their statement, retweet or donate if you can to support. Thank you.",[],
mali,Aug 5,Medical Relief to Lebanon,[],
Save the Children US,Aug 5,"At least 100 people have died in #Beirut, with thousands more injured and many children unaccounted for.

It's vital that children and families in #Lebanon get the urgent medical care and protection they need: http://ow.ly/oFZZ50ARF8X","['#Lebanon', '#Beirut']",
Iskra Znanja,Aug 5,"PARIS: French President Emmanuel Macron is traveling to Lebanon on Thursday to offer support for the troubled country after a massive, deadly explosion that has drawn global pledges of medical and humanitarian aid.
 
#balkantimespres #linkedintel","['#linkedintel', '#balkantimespres']",
the almond brother,Aug 5,honestly making me tear up to see all the medical teams and supplies being sent to Lebanon right now,[],
tuviaf,Aug 5,"Live Update: Israel in advanced discussions to send medical equipment to Lebanon — report https://timesofisrael.com/liveblog_entry/israel-in-advanced-discussions-to-send-medical-equipment-to-lebanon-report/… via 
@timesofisrael",[],
Alradio1957,Aug 5,"@WhiteHouse
 @GOP
 @VP
 @Scavino45
 @JHoganGidley
 @PressSec
 @realDonaldTrump
 
Trump is personally sending immediate medical assistance to Lebanon!",[],
PA Media,Aug 5,"A “full, thorough and rigorous” investigation has been promised into the cause of the blast which ripped through Lebanon’s capital Beirut as the UK offered medical and search and rescue experts to help deal with the aftermath",[],
Anera,Aug 5,"Emergency rooms are over capacity and medical supplies are quickly being depleted. With the port damaged, expensive air shipments are the only way to get humanitarian relief into the country.
#Beirut #BeirutExplosion 

To help #Lebanon 
 please give at:","['#Lebanon', '#BeirutExplosion', '#Beirut']",
Joseph Fischer,Aug 5,"The Tel Aviv Municipality building with the Lebanese flag 
 #Israeli citizens show solidarity to the Lebanese people #Beirut #Lebanon . israeli governmet offers medical and humanitarian assistance to the State of #Lebanon Credit for photo Ma’ariv newspaper","['#Israeli', '#Lebanon', '#Beirut']",
Madhuvanthi Srinivasan | مدهوونتی شرینیوسن,Aug 5,"20 tons of French medical relief & medical personnel are in Lebanon.

Now, French President Macron is heading to Beirut, tomorrow. His foreign minister was in Beirut, a week back.

#Beirut #BeirutExplosion #BeirutBlast #Lebanon #France
#لبنان #لبنان_منكوب #بيروت_منكوبة #بيروت","['#لبنان_منكوب', '#بيروت', '#بيروت_منكوبة', '#France', '#BeirutBlast', '#Lebanon', '#BeirutExplosion', '#لبنان', '#Beirut']",
Iran Military,Aug 5,"#Iran dispatches medical and food supplies along with a field hospital and medical specialists to #Lebanon. More will follow.

#من_قلبي_سلام_لبيروت 
#لبنان #بيروت","['#بيروت', '#Iran', '#Lebanon', '#من_قلبي_سلام_لبيروت', '#لبنان']",
Shogher Maria Doghramajian,Aug 5,"It’s been confirmed! The Armenian government will send emergency medical aid to #Beirut 

Through a special flight, Armenia will send medicine, medical equipment, food, and other necessary supplies to Lebanon. ",['#Beirut'],
Sushma Joshi,Aug 5,"I hope that concussion is temporary--so distressing to see. 
Looks like Lebanon needs serious medical help asap---head trauma specialists, medics who understand internal injuries caused by soundwaves and explosives.",[],
The New Arab,Aug 5,"• France sends two military planes to Lebanon with search & rescue experts and medical equipment 

• Turkey's Humanitarian Relief Foundation (IHH) assisting with search & rescue

• US, Qatar, Cyprus, Israel and Iran have offered assistance 
#BeirutBlast",['#BeirutBlast'],
Allyn Fisher-Ilan,Aug 5,"'We share your pain': Israel offers relief, medical aid to Lebanon after #Beirut port blast",['#Beirut'],
Penny Appeal Canada,Aug 5,"What can you do to help #Lebanon? We are responding by providing medical kits, food packs and cooking fuel to victims of the #BeirutExplosion. Donate at http://pennyappeal.ca/Lebanon-relief","['#BeirutExplosion', '#Lebanon']",
aniko,Aug 5,"#Armenia will send medicine, medical equipment, food, and other supplies in aid to the #Lebanese community. The assistance will arrive as soon as possible through a special flight 
 #BeirutBlast #Lebanon","['#BeirutBlast', '#Lebanese', '#Armenia', '#Lebanon']",
Kristian Sturt,Aug 5,"This is the place to donate if you want to help those in Lebanon. Be careful with other portals offering help due to corruption. 

The Red Cross is the main provider of ambulances in the country with more than 300 ambulances & 3,000 medical technicians. #Lebanon",['#Lebanon'],
SKT Welfare UK,Aug 5,"Yesterday’s catastrophic explosion in #Beirut, #Lebanon has killed at least 100 people, 4,000 wounded, leaving almost 250,000 people homeless.
We will be providing vital food and medical aid on the ground.

The people of Lebanon need you. Donate now: 

https://sktwelfare.org/lebanon-emergency/…","['#Lebanon', '#Beirut']",
Embassy of Armenia in London,Aug 5,".
@armgov
 will deliver targeted assistance to both the government of #Lebanon as well as to the #Armenian community. Assistance in the form of medicine, medical equipment, food, and other supplies will be sent via charter flight.
@LebanonEmbUK
 @MFAofArmenia","['#Armenian', '#Lebanon']",
Asaad Hanna,Aug 5,"France is sending “sécurité civile” rescue team of 55 firemen and woman  from Paris to  #Beirut #Lebanon and bring with them drone, search dogs, cameras and medical equipment. Another team with medical staff is also leaving from #Marseille. #BeirutExplosion","['#BeirutExplosion', '#Marseille', '#Lebanon', '#Beirut']",
Gulf-Times,Aug 5,"#Qatari #aircraft carrying two field #hospitals and urgent medical #aid arrive in #Beirut
#Lebanon #explosion #treatment","['#aircraft', '#treatment', '#aid', '#explosion', '#Lebanon', '#hospitals', '#Qatari', '#Beirut']",
RiRi Carrot,Aug 5,"The money raised from this will be used to buy medical equipment etc that will then be sent to Lebanon, so no money will get transferred directly in to Lebanon - so no lowering of the worth of the money or fears of gov taking it ",[],
Hany Ghoraba,Aug 5,"#Egypt launches an emergency airlift to #Lebanon that includes aid, field hospitals, medical corps&emergency supplies to help Lebanon to survive the aftermath of catastrophic explosion in 
#Beirut. Critically injured cases are moved  to Egypt to get the necessary treatment.","['#Egypt', '#Lebanon', '#Beirut']",
mohan amin,Aug 5,"Replying to 
@joeyayoub",[],
champagnemami,Aug 5,"This video made me cry. 

Syria welcoming with open arms the injured from Beirut to help provide medical assistance and Hopefully a fast recovery to all. Ya rab ekon m3kon. #Beirut #BeirutExplosion #Lebanon #BeruitBlast","['#Lebanon', '#BeruitBlast', '#BeirutExplosion', '#Beirut']",
Marcus Guenther Michael Gundlach (THE ESSLINGER),Aug 5,"Israel in advanced discussions to send medical equipment to Lebanon — report https://timesofisrael.com/liveblog-august-5-2020/… via 
@timesofisrael",[],
E. Macron World,Aug 5,"#Beirut
detachment of emergency services, emergency medical staff and a mobile medical unit, all made available by the 
@Interieur_Gouv
 
and allowing 500 injured people to be cared for. 

#Lebanon and Lebanese people know they can count on #France at this difficult time.","['#France', '#Lebanon', '#Beirut']",
CNN Heroes,Aug 5,"At least 100 people are dead and 4,000 wounded following an explosion in Lebanon's capital city of Beirut. The city is decimated with thousands of residents left homeless, a medical system strained and up to $5 billion worth of damage.",[],
WAM English,Aug 5,"Under Mohammed bin Rashid's directives, #UAE dispatches emergency medical aid to Lebanon.
#WamNews","['#UAE', '#WamNews']",
Rick Deckard,Aug 5,"Replying to 
@EmmanuelMacron",[],
Maryam Malik,Aug 5,"France showing solidarity with Lebanon 
 & Health minister of Lebanon appeals for intl assistance - medical supplies stored at a warehouse close to the #Beirut port have been destroyed 
#LebanonExplosion #PrayersForBeirut","['#LebanonExplosion', '#PrayersForBeirut', '#Beirut']",
Jad Of All Trades,Aug 5,"Replying to 
@BillieKayWWE",[],
Güldenay Sonumut,Aug 5,"Turkey FM Spokesman 
@HamiAksoy2
 elaborated on Turkey's help to Lebanon. Following President Erdoğan's instructions, AFAD and the Turkish Red Crescent are sending rescue teams, medical teams, medicine and medical equipment as well as a field hospital to #Beirut imminently",['#Beirut'],
Khulood Badawi,Aug 5,"#Palestinian leaders in Israel are raising funds and arranging to send a delegation of medical experts after a massive blast in #Lebanon's capital kills at least 100 people, injures thousands. #Beirut #BeirutExplosion","['#Palestinian', '#BeirutExplosion', '#Lebanon', '#Beirut']",
Radio 2,Aug 5,"Under the directives of 
@hhshkmohd
 the UAE has sent urgent medical aid to assist those affected by the Beirut Port explosion  
  
.
.
.
#beirut #lebanon #uae #prayforlebanon","['#uae', '#prayforlebanon', '#lebanon', '#beirut']",
T.C. Millî Savunma Bakanlığı,Aug 5,"A Turkish Armed Forces A400M aircraft is being loaded for a help mission to Lebanon.

At the direction of President Erdoğan it will be carrying medical supplies, equipment and a Search and Rescue Team to Lebanon to help deadly Beirut blast.",[],
+972 Magazine,Aug 5,"Palestinian leaders in Israel are raising funds and arranging to send a delegation of medical experts after a massive blast in Lebanon's capital kills at least 100 people, injures thousands.",[],
Pinar Sharghi,Aug 5,"IRCS: Iran sends first batch of food supplies, medical aid to Lebanon after deadly blast https://inbc24plus.com/ircs-iran-sends-first-batch-of-food-supplies-medical-aid-to-lebanon-after-deadly-blast/… 
@SharghiAra
 @akdr2
 @JairosiJonasi
 #Lebanon #beinsporstiptal #Beirut","['#beinsporstiptal', '#Lebanon', '#Beirut']",
301,Aug 5,"Armenia is in the process of sending a special flight with aid to Beirut. After discussion with Lebanon, both at the governmental and community levels, assistance will be in the form of medicine, medical equipment, food & other supplies.",[],
ghostrider_0001,Aug 5,"Replying to 
@sahouraxo",[],
Brad Boyson,Aug 5,Sheikh Mohammed sends 30 tons of medical aid to Lebanon,[],
BilalKhanMomand,Aug 5,"Sheikh Mohammed sends 30 tons of medical aid to Lebanon 
UAE’s extension of immediate and generous support comes in for high praise 
@HHShkMohd
 #UAE #Beirutblasts 
#Beirutblast cause 
Thank you 
 @HHShkMohd","['#Beirutblast', '#UAE', '#Beirutblasts']",
Anya Gone,Aug 5,Terrible tragedy in Lebanon - I just made a donation to Medical Aid for Palestinians,[],
Ashis Basu,Aug 5,"Once celebrated as the Switzerland of the Middle East, Lebanon is facing a severe crisis. Its economy is collapsing, while electricity and adequate medical care are hard to find. The state has completely failed its people. ⁦
@CSReuter
⁩",[],
Jerry Hicks,Aug 5,"Solidarity : Here is a list of local and international organisations you can donate to in Lebanon. Foodbanks, medical charities, refugee support. 

They are all going to need help. 

https://lebanoncrisis.carrd.co/#donate #Beirut #Lebanon #LebanonExplosion #explosion #HelpLebanon","['#HelpLebanon', '#LebanonExplosion', '#explosion', '#donate', '#Lebanon', '#Beirut']",
Jack,Aug 5,Lebanon blasts: UAE dispatches emergency medical aid,[],
Ari Z Satlin,Aug 5,"Replying to 
@PalBint
 and 
@carlbildt",[],
eva,Aug 5,"this org provides food, housing medical support, etc for Lebanon https://beitelbaraka.org/meet-the-team/",[],
Marco Koppe,Aug 5,"#ymca #cvjm Our YMCA-friends in Lebanon are safe but shocked about what happened. They are providing an important medical service for vulnerable families. https://buff.ly/30s6ZZ8
@worldYMCA
 @ymcalebanon
#ymcafamily #lebanon #beirut #prayersforbeirut #prayforlebanon","['#prayforlebanon', '#ymca', '#prayersforbeirut', '#cvjm', '#ymcafamily', '#lebanon', '#beirut']",
kelsey,Aug 5,Medical Relief to Lebanon,[],
الشارقة24,Aug 5,"##UAE dispatches emergency medical aid to Lebanon https://sharjah24.ae/en/uae/254236/UAE-dispatches-emergency-medical-aid-to-Lebanon…
#Sharjah24","['#Sharjah24', '#UAE']",
Dawkskintism,Aug 5,i hope all the poor asian and african people in lebanon are getting the same medical treatment as the arabs,[],
Sue J Feingold,Aug 5,"#Israel#Help#Lebanon#offers ""Israel has approached Lebanon through international security and diplomatic channels and has offered the Lebanese government medical and humanitarian assistance,"" a written statement from Gantz and Foreign Minister Gabi Ashkenazi said. "" 
@haaretzcom","['#offers', '#Help', '#Israel', '#Lebanon']",
Leonardo,Aug 5,"It's a humble request to all foreign medical graduates of #Pakistan to raise the voice for your right given by the Constitution of Pakistan. We are nearly 7000+ in number.  Use hashtags#WeWantPMC and #WeRejectPMDC in your tweets.

#Lebanon #Kashmir","['#Pakistan', '#WeWantPMC', '#Kashmir', '#Lebanon', '#WeRejectPMDC']",
Maram,Aug 5,"Replying to 
@hana_shf
 and 
@fatoomkz",[],
Urmi Bhattacharya,Aug 5,"I hope India 
@DrSJaishankar
 @MEAIndia
  is reaching out to Lebanon to help with medical and food support for the victims of the Beruit blasts",[],
KΛЯΣΣM-.-,Aug 5,"Egypt sends the first 2 planes with humanitarian and medical aid headed for Lebanon
إن شاء الله الشفاء العاجل لكل المصابي و الجرحى من اهل بيروت
 
#PrayersForBeirut 
#بيروت_في_قلوبنا","['#PrayersForBeirut', '#بيروت_في_قلوبنا']",
Americares News,Aug 5,".
@Americares
 Emergency Response Team has offered assistance to partners in #Lebanon to help families affected by yesterday’s deadly explosion in #Beirut. Americares is prepared to deliver essential medicine and medical supplies for survivors.","['#Lebanon', '#Beirut']",
Amir Taheri,Aug 5,French President Emmanuel #Macron will be in Beirut tomorrow to assess the situation in #Lebanon in wake f the tragic explosions. 55 security experts go with him to help investigate the event and ensure safety of 25000 French citizens. France also offers medical and food aid.,"['#Macron', '#Lebanon']",
International Medical Corps,Aug 5,"We’re responding in #Beirut, #Lebanon, where more than 100 people have been killed and thousands more injured. Our staff on the ground are safe, but hospitals are overwhelmed & medical supplies needed. We’re working with authorities to assess next steps.","['#Lebanon', '#Beirut']",
grace gray,Aug 5,"to support the nation already reeling from its worst economic crisis in decades as well as the coronavirus pandemic.

Gulf states were among the first to respond, with QATAR announcing it would send field hospitals to ease pressure on Lebanon's strained medical system. “",[],
Local Observer مراقب محلي,Aug 5,"IMPORTANT:
Iraqi Ministry of Health: We've sent consultants & nurses who specialize in neurology, vascular surgery, orthopaedic surgery, maxillofacial surgery, ENT surgery, general surgery, intensive care, in addition to large quantities of drugs & medical supplies to Lebanon.",[],
BIN WALI News,Aug 5,Qatar sends two field hospitals and urgent medical assistance to Lebanon #Qatar #Lebanon #BeirutExplosion,"['#Qatar', '#BeirutExplosion', '#Lebanon']",
TOI ALERTS,Aug 5,Live update: Israel in advanced discussions to send medical equipment to Lebanon — report,[],
Honest Reporting Can,Aug 5,"... Thank you to #Israel for transcending conflict with #Lebanon, which it’s officially at war with, for offering humanitarian and medical assistance in this time of need. #BeirutExplosion 2/2","['#Israel', '#BeirutExplosion', '#Lebanon']",
interactivepulse,Aug 5,"Replying to 
@KHK",[],
Nabile Safdar,Aug 5,"Support medical response in Beirut with 
@imanacares
  or any of the great non-profits providing aid. #BeirutExplosion #Lebanon","['#Lebanon', '#BeirutExplosion']",
Em,Aug 5,"And, remember #SaintJohn that  immigrants from Lebanon have made significant contributions to our city over the years - cultural, medical, legal and more.
#Beirut","['#SaintJohn', '#Beirut']",
raz zimmt,Aug 5,#Iran's Red Crescent to send emergency medical & food supplies to #Lebanon. #BeirutExplosion,"['#BeirutExplosion', '#Lebanon', '#Iran']",
International Medical Corps UK,Aug 5,"We're responding in #Beirut, #Lebanon, where more than 100 people have been killed and thousands more injured. Our staff on the ground are safe, but hospitals are overwhelmed & medical supplies needed. We're working with authorities to assess next steps.","['#Lebanon', '#Beirut']",
Arno Muradyan,Aug 5,"#Armenia 
 sends medical and other aid to our  brotherly #Lebanon 
 #StayStrong","['#StayStrong', '#Armenia', '#Lebanon']",
에마 | 艾瑪,Aug 5,"Replying to 
@joeyayoub",[],
Daily News Egypt,Aug 5,"#Egypt initiates air operation to provide #Lebanon with humanitarian assistance, says Yasser Alawi, Egypt Ambassador to Lebanon. Several medical teams will be sent to assist in providing medical aid at Egypt's field hospital set up in #Beirut since explosion","['#Egypt', '#Lebanon', '#Beirut']",
Mohga Kamal-Yanni,Aug 5,"@DFID_UK
   :  Have you sent any medical or emergency supplies to  #Lebanon?

#prayforbeirut 
#PrayersForLebanon 
#BeirutInOurHearts","['#BeirutInOurHearts', '#prayforbeirut', '#PrayersForLebanon', '#Lebanon']",
MoucheBlue,Aug 5,"Israel offers Lebanon humanitarian and medical aid following Beirut disaster https://newsbreak.com/news/1611955377122/israel-offers-lebanon-humanitarian-and-medical-aid-following-beirut-disaster?s=ws_tw… 
ولك العدو شفق علينا...",[],
Dubai Media Office,Aug 5,"Under the directives of 
@HHShkMohd
, #UAE dispatches emergency medical aid to Lebanon to help healthcare facilities treat victims of the massive explosions in Beirut.",['#UAE'],
Nicholas Stevenson,Aug 5,"The #UAE sending 30 tons of medical supplies to Lebanon

#Lebanon 
#BeirutInOurHearts
#Beirut 
#BeirutBlast  
#انفجار_بيروت","['#BeirutInOurHearts', '#UAE', '#BeirutBlast', '#Lebanon', '#انفجار_بيروت', '#Beirut']",
Brooklyn Michelle,Aug 5,"URDA is a non governmental organization sending an emergency appeal to support people in Lebanon with medical supplies, food parcels, medicine, and medical aid for the clinics and hospitals in dire need of assistance. Pls donate to them & not Red Cross.

https://globalgiving.org/projects/beirut-port-explosion-relief-fund/…",[],
