username,time,text,tags,locations
Ola El Zein,Aug 1,Visit my COVID19 resource center: https://aub.edu.lb.libguides.com/COVID19  #كورونا #لبنان #Covid_19 #coronavirus #Corona #كوفيد_19 #كوفيد١٩,"['#كوفيد_19', '#Corona', '#Covid_19', '#كوفيد١٩', '#كورونا', '#لبنان', '#coronavirus']",
Hawraa,Aug 1,"خلص انضبو ببيوتكن الكورونا عم يزيد و انتو بدكن تضلو دايرين مش حالين الّا ل يصير فيكن متل الصين !
(منع التجمعات على ضفاف #الليطاني و #الوزاني تحت طائلة تسطير محاضر ضبط)
#كورونا
#لبنان
#صباح_الخير","['#الوزاني', '#كورونا', '#الليطاني', '#لبنان', '#صباح_الخير']",
hicham Haydar,Aug 1,"حالة كورونا في الشمال بمخيم نهر البارد، والمصاب قادم من مخيم برج البراجنة،
وحضر الغداء والعرس واختلط بالعشرات وسهر غير شكل، واللجنة الطبية طالبت كل المخالطين الالتزام بالحجر لتوصل الفرق وتعمل الفحصوصات اللازمة،
ماذا أقول وأي شيء يقال، 
. #كورونا_لبنان  #Covid_19","['#Covid_19', '#كورونا_لبنان']",
Sama Lebnan,Aug 1,"Replying to 
@samarnehme",[],
Nada Ghorayeb Zaarour,Aug 1,"#كورونا_لبنان  ٢٢٤ حالة ليوم الجمعة
اقفال او عدم اقفال لا شيء ينفع الا وعي المواطن 
-كمامة في الاماكن المغلقة 
-غسل يدين متكرر
- مسافة اكتر من متر ونص 
- حماية المسنين والمصابين بامراض مزمنة",['#كورونا_لبنان'],
Deserve_Me,Aug 1,"الصين يسجل ٤٥ اصابة ب كورونا....
لبنان يسجل ٢٢٤ اصابة ب كورونا ....
#صباحو",['#صباحو'],
youssefaliyoussef,Aug 1,"ليس للتخويف ولكن بمقاربة بسيطة مع بعض الدول يبدو اننا قريبا في لبنان سنبدأ بعد الوفيات وليس الاصابات 
#كورونا_لبنان 
#لبنان","['#كورونا_لبنان', '#لبنان']",
|| أبو هادي العاملي ||,Aug 1,"في إحدى قرى جنوب لبنان وضع صاحب المنزل هذه اللافتة على باب منزله حرصاً على سلامة عائلته و سلامة أقربائه و جيرانه في يوم العيد ...
#المواطن_الواعي 
#كورونا_لبنان","['#المواطن_الواعي', '#كورونا_لبنان']",
Samar Nehme,Aug 1,اليوم فقدت عمي بسبب كورونا، ما اصعبا لمّا الآدمي و المؤمن و يلّي كل الناس بتحبه يندفن متل الغريب ، ما اصعبا انّك ما تقدر تودّع بيّك و احبابك و اصحابك ما يقدروا يواسوك. الكورونا مش لعبه يلّي مش سألان عن حاله يخلّي اهله بباله  #كورونا_لبنان,['#كورونا_لبنان'],
Tony,Aug 1,"عاجل - 224 إصابة جديدة ب #فيروس_كورونا
 #لبنان وحالتا وفاة هي اكبر حصيلة يومية تسجل منذ بدء الجائحة  و الوضع خطير جداً #كورونا_لبنان 
#لبنان_ينتفض","['#كورونا_لبنان', '#فيروس_كورونا', '#لبنان', '#لبنان_ينتفض']",
Tina Alzein,Aug 1,"اصلاً المستشفيات وبكامل جهوزيتها ما حتقدر تغطي الاعداد الهائلة يلي حتطلع، فشو منحكي عالوضع الحالي! المستشفيات ما فيها كهربا، عم تعاني من نقص حاد بالمعدات الطبية، أو ما مجهزة ابداً لتستقبل حالات كورونا
#لبنان
#لبنان_يحتضر 
#لبنان_ينتفض
#رفيق_الحريري 
#بهاء_الحريري","['#لبنان_يحتضر', '#رفيق_الحريري', '#لبنان_ينتفض', '#بهاء_الحريري', '#لبنان']",
carine salameh,Aug 1,"الأخطاء فقط هي ما تحتاج الدعم الحكومي، فالحقائق بإمكانها دعم نفسها.
توماس جفرسون
#تصبحون_على_خير
#لبنان_ينهار
#كورونا
#لبنان","['#لبنان', '#تصبحون_على_خير', '#كورونا', '#لبنان_ينهار']",
أبو صالح (شادو بان),Aug 1,"224 حالة كورونا اليوم؟

شو ماشيين عم تبزقوا ع بعض يا عمي؟ !!! #كورونا #لبنان","['#لبنان', '#كورونا']",
Abbas Saker حساب جديد,Aug 1,"قد يصل مع حلول منتصف شهر اب الى اكثر من 500 اصابة يومية بالحد الادنى.. 

انه الامعان في الاستهتار.. فلنستعد للكابوس هذا!
#كورونا_لبنان",['#كورونا_لبنان'],
Dr. Khaldoun Abdel Samad,Aug 1,"في فرق بين العايش و بين يلي بيتنفس
في فرق بين الوطني و بين المواطن
في فرق بين يلي شايف الحق و بين يلي مغمض عيونو
في فرق بين يلي بعبر عن رأيو و بين يلي بيسكت
في فرق كبير بين الثائر و بين الخروف
#كل_عام_وانتم_بخير 
#كورونا 
#لبنان_يحتضر 
#لبنان_ينتفض 
#لبنان","['#لبنان_يحتضر', '#كورونا', '#لبنان_ينتفض', '#لبنان', '#كل_عام_وانتم_بخير']",
Lara Maria kay,Aug 1,"وقت عنا بهايم بقولو ما في Corona ما لازم ننسدم وقتا إعداد مصابين بكون 224  و هني زاتن البهايم عم بروحو ويرجعو يروحو حفلات،اعراس،بقترح ينحطو بقفص فرد ضربي منخلص من كورونا بلكي والوافدين كمان قفص اضمن شي،وك عما بقلبقن عمي حتقتلونا 
#كورونا 
#فيروس_كورونا 
#لبنان_يحتضر 
#لبنان","['#لبنان_يحتضر', '#فيروس_كورونا', '#لبنان', '#كورونا']",
Mazen of lebanon,Jul 31,"شو قصة الناس لبتجي بتقلك هلق مصدقين قصة كورونا وكلها لعبة! خيي اي في كورونا! نقبر حط كمامة وما تندحش فيني، ما بدنا نموت من غباكن!
#كورونا 
#لبنان_يحتضر","['#لبنان_يحتضر', '#كورونا']",
جنوبية | Janoubia,Jul 31,"أخبار جيدة داخل عتمة كورونا وهذه هي المناطق التي تبشر بالخير حاليا 

---- 

#كورونا_لبنان #فيروس_كورونا #جنوبية #Janabia","['#جنوبية', '#كورونا_لبنان', '#فيروس_كورونا', '#Janabia']",
Ourouba Mcheik,Jul 31,"صاروا 117  بالعمروسية بس الجامعة اللبنانية بدها تكفي امتحانات
#امتحانات_الموت #حمد_حسن #كورونا_لبنان","['#امتحانات_الموت', '#كورونا_لبنان', '#حمد_حسن']",
Sara Chang,Jul 31,"#Lebanon #COVID19 #كورونا_لبنان Update 31 July: 299,997 total tests; 4,555 total cases; 224 new cases today; 2,735 active cases; 31 currently in ICU; 1,761 total recoveries; 59 total deaths. For more details: https://infogram.com/lebanon-covid-19-dashboard-1h7g6k3z3jpo2oy?live…","['#كورونا_لبنان', '#Lebanon', '#COVID19']",
Мохамад 7ajj شحادة,Jul 31,"أهين شي بي محاربة #كورونا هوي تسكير البلد، و بي هيدا  الأهين شي فشلت الدولة اللبنانية في تطبيقه !
#سنموت_بعد_قليل #كورونا_لبنان #منظمة_الصحة_العالمية #فيروس_كورونا","['#سنموت_بعد_قليل', '#كورونا_لبنان', '#كورونا', '#منظمة_الصحة_العالمية', '#فيروس_كورونا']",
Hassan machlab,Jul 31,ويبقى #فؤاد_الصهيوني كورونا لبنان وسرطانه,['#فؤاد_الصهيوني'],
Phoenix,Jul 31,"Can't blame the government for everything. When you guys are literally partying and not wearing masks, of course the numbers will increase and keep on increasing drastically.
#كورونا 
#لبنان_يحتضر","['#لبنان_يحتضر', '#كورونا']",
Ahmad Issa,Jul 31,"٢٢٤ 
كأنه تو متش شوي؟ 
#كورونا 
#لبنان","['#لبنان', '#كورونا']",
Samia Khaddaj,Jul 31,"تضحية بحجم الوطن..
١ آب عيد الجيش اللبناني
@lebanesearmy1
 @lebanesearmy82
 
@sarelwa2et
 #كورونا #فيروس_كورونا #لبنان_يحتضر #عيد_الجيش_اللبناني","['#لبنان_يحتضر', '#فيروس_كورونا', '#كورونا', '#عيد_الجيش_اللبناني']",
Larissa Aoun,Jul 31,توزيع الاصابات ال ٢٢٤ حسب المناطق #كورونا #لبنان,"['#لبنان', '#كورونا']",
Tony Samia,Jul 31,"٢٢٤ اصابة اليوم
#كورونا #لبنان","['#لبنان', '#كورونا']",
Hiba_,Jul 31,"ينعاد عليكون بي حال احسن من الحال لحالي لحالتنا لحاليه حالياً
#عيد_الاضحى #كورونا #كورونا_لبنان","['#كورونا_لبنان', '#عيد_الاضحى', '#كورونا']",
Ahmad El Hajj,Jul 31,"المشكلة انو جزء كبير من الشعب مفكر #كورونا كذبة .. والله لتوصل كورونا للركب !!
ولا كأنو في عيد 
ولا كانو في كورونا 
#شعب_بلا_مخ 
#خليك_بالبيت
 
#كورونا_لبنان","['#شعب_بلا_مخ', '#كورونا_لبنان', '#خليك_بالبيت', '#كورونا']",
Reem,Jul 31,"228
That's the tweet. Kafo sahretkon.
#لبنان
#كورونا
#لبنان_ينهار","['#لبنان_ينهار', '#لبنان', '#كورونا']",
,Jul 31,"فيروس كورونا :
إصابات جديدة :٢٢٤
العدد الإجمالي : ٤٥٥٥
مقيمين : ٢١٨
وافدين : ٦
عدد المصابين حالياً : ٢٧٣٣
حالات حرجة : ٢٨
وفيات :٦١
حالات شفاء :١٧٦١
#كورونا
#كورونا_لبنان
#كورونا_الجديد
#فيروس_كورونا #خليك_بالبيت","['#كورونا_الجديد', '#كورونا_لبنان', '#كورونا', '#خليك_بالبيت', '#فيروس_كورونا']",
LebanonFiles,Jul 31,كورونا #لبنان... بالأرقام والتفاصيل,['#لبنان'],
Slaiman Majzoub,Jul 31,"الاستهتار وعدم الالتزام بوسائل الوقاية والتباعد الاجتماعي سيقودنا للأسوأ ونتائج PCR المغلوطة زادت الناس استهتار واقتناع بنظرية المؤامرة. 
الالتزام واجب أخلاقي وديني 

وَلا تُلْقُوا بِأَيْدِيكُمْ إِلَى التَّهْلُكَةِ

#كورونا  
#لبنان","['#لبنان', '#كورونا']",
Sarah N,Jul 31,#كل_عام_وانتم_بخير #كورونا #لبنان,"['#لبنان', '#كورونا', '#كل_عام_وانتم_بخير']",
Covid 19 Latest #كورونا_لبنان,Jul 31,"أعلنت إدارة ثانوية سيدة البلمند في بيان أنها غير مسؤولة عن حفل التخرج الذي أقامه طلابها لمناسبة تخرجهم.
#كورونا_لبنان",['#كورونا_لبنان'],
carine salameh,Jul 31,"يا خيي من بعد ما كنا مضبضبين حالنا،فتحوا المطار وكل مكان في تجمعات، فات الحابل بالنابل، خسرنا تصنيفنا الصحي وصرنا ممنوعين نسافر، وما تحسنا فاصلة باقتصادنا طالما على شو بدهم يجوا السواح ،سكروا البلد قبل ما يضل حدا يخبر، تركوا المطار اذا مصرين، بس
#سكروا_البلد
#كورونا
#لبنان","['#سكروا_البلد', '#لبنان', '#كورونا']",
zurlii zein زين,Jul 31,#كورونا_لبنان #كون,"['#كورونا_لبنان', '#كون']",
Lebanese-Forces.com,Jul 31,"وزارة الصحة: 224 إصابة جديدة بـ""كورونا"" وحالتا وفاة
#كورونا #لبنان","['#لبنان', '#كورونا']",
حركة أمل,Jul 31,"التقرير اليومي لفيروس كورونا ""كوفيد -19""
التاريخ: الجمعة 31 تموز 2020
#حركة_أمل
#كورونا_لبنان
#خليك_بالبيت
#وطنك_بيتك
#كورونا","['#وطنك_بيتك', '#كورونا_لبنان', '#كورونا', '#خليك_بالبيت', '#حركة_أمل']",
Mohamad Mahdi B. Mortada,Jul 31,"مش كل يوم تنصدموا بعدد الإصابات ،

عدد الفحصوات عم تزيد بالتالي رح يزيد عدد الحالات اللي عم تبيّن ، و اذا بدكم ترتاحوا نفسيًّا طلبوا من الحكومة ترجع لعدد ١٠٠٠-١٥٠٠ فحص PCR باليوم و ساعتها بترجع أعداد الإصابات لتحت ال ٥٠ يومياً 
#كورونا_لبنان",['#كورونا_لبنان'],
Georgio Hedwan,Jul 31,"إذا الشعب مكفّى هيك ، ٢٢٤ بعدو رقم صغير حد أرقام المرحلة المقبلة . 
#كورونا #لبنان_يحتضر","['#لبنان_يحتضر', '#كورونا']",
تيار العزم,Jul 31,"الأرقام مرعبة وقياسية في لبنان: 224 إصابة جديدة بفيروس كورونا
#لبنان 
https://azmtayyar.org/Public/NewsAzm/417030/%D8%A7%D9%84%D8%A3%D8%B1%D9%82%D8%A7%D9%85_%D9%85%D8%B1%D8%B9%D8%A8%D8%A9_%D9%88%D9%82%D9%8A%D8%A7%D8%B3%D9%8A%D8%A9_%D9%81%D9%8A_%D9%84%D8%A8%D9%86%D8%A7%D9%86__224_%D8%A5%D8%B5%D8%A7%D8%A8%D8%A9_%D8%AC%D8%AF%D9%8A%D8%AF%D8%A9_%D8%A8%D9%81%D9%8A%D8%B1%D9%88%D8%B3_%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7…",['#لبنان'],
Ayman Mokdad,Jul 31,"Replying to 
@SalwanZeina",[],
الصندوق الوطني للضمان الاجتماعي في لبنان,Jul 31,"مقابلة سعادة مدير عام الصندوق د. محمد كركي مع تلفزيون New TV حول الإجراءات المتّخذة من قِبل إدارة الصندوق لحماية المستخدمين والمضمونين من انتشار وباء كورونا بعد إصابة إحدى المستخدمات بفيروس كورونا. 

https://drive.google.com/file/d/1I72XZnd1jL4oeei0C513sPSHYAh-FKBl/view?usp=drivesdk…

#كورونا_لبنان #الضمان_الاجتماعي #لبنان #أخبار_لبنان","['#كورونا_لبنان', '#لبنان', '#أخبار_لبنان', '#الضمان_الاجتماعي']",
