username,time,text,tags
ننسمع,Aug 3,"#أخبار_ننسمع
قدمت نور حيلة بسيطة للفتيات أثناء وضع أحمر الشفاه، لجعل شفاههم تظهر بشكل ممتلئ أكثر دون اللجوء لعمليات التجميل

المزيد من هنا :
https://bit.ly/3kgNfj4

#المؤثرون #النجوم #ننسمع #فايروس_كورونا  #المشاهير  #كورونا   #لبنان
#الفاشون #الازياء #الموضة","['#الفاشون', '#النجوم', '#المشاهير', '#الازياء', '#كورونا', '#المؤثرون', '#ننسمع', '#الموضة', '#فايروس_كورونا', '#لبنان', '#أخبار_ننسمع']"
Fadi Hawwa,Aug 3,ارتداء القناع ليس مهمًا فحسب، بل إنه منقذ للحياة. قد تكون حاملًا لـ #COVID19 وتكون بلا أعراض. من خلال إرتداء القناع، فأنت توقف الإنتشار وتحمي نفسك و الآخرين. #لبنان #كورونا_لبنان,"['#كورونا_لبنان', '#لبنان', '#COVID19']"
كوثر,Aug 3,"بسم الله الرحمن الرحيم
""يَا أَيَّتُهَا النَّفْسُ الْمُطْمَئِنَّةُ ارْجِعِي إِلَى رَبِّكِ رَاضِيَةً مَرْضِيَّةً فَادْخُلِي فِي عِبَادِي وَادْخُلِي جَنَّتِي""
بمزيدٍ من الحزن والأسى..
شهيدة الواجب الإنساني
المرحومة زينب محمد حيدر
والتي قضت بعد معاناةٍ مع فايروس كورونا #لبنان",['#لبنان']
خبرني Khaberni,Aug 3,"رحيل أول ممرضة في لبنان بفيروس كورونا
#لبنان #كورونا #خبرني
https://khaberni.com/news/362198","['#لبنان', '#خبرني', '#كورونا']"
Elsiyasa | السياسة,Aug 3,#كورونا #لبنان... توجّه لفرض منع تجوّل خلال فترة إقفال البلد,"['#لبنان', '#كورونا']"
Omnk,Aug 3,"في مطاعم بطرابلس فاتحة وفي اراغيل! وين التطبيق؟ #حمد_حسن #وزارة_الصحة #وزارة_الداخلية 
بالتحديد مطعم ومقهى VIP 
#قوى_الامن_الداخلي 
#كورونا 
#لبنان","['#قوى_الامن_الداخلي', '#وزارة_الصحة', '#كورونا', '#وزارة_الداخلية', '#لبنان', '#حمد_حسن']"
Rabi Ezz #prayforbeirut,Aug 3,"#زينب_حيدر  الممرضة التى توفت بفيروس #كورونا لروحك السلام 
 
#كورونا_لبنان","['#زينب_حيدر', '#كورونا_لبنان', '#كورونا']"
Me,Aug 3,"وزير الصحة بيقدر  يعالج الوباء بس كيف في يعالج الغباء 
#كورونا_لبنان",['#كورونا_لبنان']
Ghada Sayed,Aug 3,"شهيدة الواجب والانسانية الممرضة #زينب_حيدر, لروحك الطاهرة ألف سلام وتحيّة
#كورونا_لبنان","['#زينب_حيدر', '#كورونا_لبنان']"
Pascale23,Aug 3,"انابنضم لصديقتنا 
@LatcheTweet
   الكورونا مش كذبة الكورونا مرض عم بهدّد حياتنا كلنا  كل يوم عم نخسر ناس وبكرا يمكن حدا منحبوا وقفوا جحشنة وغشمنة كونوا مسؤولين كرمال نقطع هالمرحلة الصعبة #كورونا_لبنان #زينب_حيدر #الكورونا_مش_لعبة","['#زينب_حيدر', '#كورونا_لبنان', '#الكورونا_مش_لعبة']"
Lebanese-Forces.com,Aug 3,"بلدية الهلالية: على مخالطي المصاب في البلدة اجراء الفحص
https://cutt.ly/PdnS0GI
#كورونا #لبنان","['#لبنان', '#كورونا']"
Rafif,Aug 3,"الجسم الطّبّي لا يريد تصفيقًا ولا تضامنًا افتراضيًّا، يريد تعاونًا والتزامًا بمعايير الوقاية، يحتاج أن ترحمه النّاس فلا يُضطر إلى أن يزفّ شهيدًا تلو الآخر بسبب استهتار البعض. 
الرّحمة لروح البطلة
#زينب_حيدر
#كورونا_لبنان","['#زينب_حيدر', '#كورونا_لبنان']"
Kristel W. Karam,Aug 3,"شهيدة الواجب. الله يرحم روحك
 #زينب_حيدر #كورونا_لبنان","['#زينب_حيدر', '#كورونا_لبنان']"
Maharat News,Aug 3,"ما صحة ما نقل عن منظمة الصحة العالمية ""انه قد لا يكون هناك حل لأزمة كوفيد ١٩ اطلاقا"".
وما هي التطورات بالنسبة لللقاح؟ 
@WHOLebanon
  #الصحة_العالمية #Covid_19 #كورونا #لبنان
https://maharat-news.com/silverbullet
#fact_o_meter","['#fact_o_meter', '#Covid_19', '#كورونا', '#الصحة_العالمية', '#لبنان']"
Lara Zalloum,Aug 3,"ارقام كورونا بارتفاع خطير,نحنا اليوم حوالى 4 الاف حالة والكارثة انه بالارقام ممكن نوصل عرقم خمسة الاف مصاب بست ايام بس, ليش, من عم يعدي و من عم ينعدى ؟
حديث اليوم مع دكتور 
@petra_khoury
 
#كورونا #لبنان","['#لبنان', '#كورونا']"
charbel hanna,Aug 3,#Covid_19 #كورونا #صباح_الخير #ناصيف_حتّي #العيد #بيروت #بس_هيك #جوسلين_خويري #زورو #عمرو_دياب #عيد_الاضحى #لبنان #مساء_الخير #بس_هيك_عم_فكر_عالعالي #ايماني_فيك_كبير #كورونا_لبنان #c_h,"['#ايماني_فيك_كبير', '#c_h', '#Covid_19', '#كورونا_لبنان', '#عيد_الاضحى', '#كورونا', '#العيد', '#جوسلين_خويري', '#لبنان', '#بس_هيك_عم_فكر_عالعالي', '#ناصيف_حت', '#زورو', '#مساء_الخير', '#عمرو_دياب', '#صباح_الخير', '#بس_هيك', '#بيروت']"
fatima hazime,Aug 3,"لكل من يستخفّ بأرواح الناس.. لكل من يعرّض نفسه و من حوله لخطر الإصابة بكورونا.. ها هي روح الشهيدة #زينب_حيدر قد انتقلت للملكوت.. كل شخص مسؤول فينا عن نفسه و عن غيره..
#كورونا_لبنان","['#زينب_حيدر', '#كورونا_لبنان']"
Newstag Arabic,Aug 3,"شاهد أكثر الأخبار متابعة اليوم: فراس أبيض طبيب نجح بكسب ثقة مفقودة بمرفق عام في لبنان بمواجهة كوفيد-19
#فيروس_كورونا
#لبنان","['#فيروس_كورونا', '#لبنان']"
Lara el hachem لارا الهاشم,Aug 3,الله يصبّر عائلتها ويحمي كل الطاقم الطبي والتمريضي ويوعي المجتمع على خطر هذا الفيروس الذكي والغامض حتى اللحظة #كورونا_لبنان #Covid_19,"['#Covid_19', '#كورونا_لبنان']"
Ali Naji,Aug 3,"#زينب_حيدر 
ممرضة برتبة شهيدة 
كل ما قدمته من جرعة امل للمرضى وخاصة في وضع #كورونا_لبنان 
يجب أن تشكر عليه حتى في شهادتها لأنها شهيدة واجب انساني 
الرحمة لروحها الطاهرة ","['#زينب_حيدر', '#كورونا_لبنان']"
موقع بيروتكم الالكتروني,Aug 3,"مستشفى الحريري ينعى الممرّضة زينب حيدر... https://beirutcom.net/186595 #BeirutcomMag via 
@BeirutcomMag
 

#زينب_حيدر 
#كورونا #كورونا_لبنان","['#BeirutcomMag', '#زينب_حيدر', '#كورونا_لبنان', '#كورونا']"
حياة صحية,Aug 3,"https://albustan2.blogspot.com/2020/08/The-sweetness-of-organic-lollipops-for-children.html…
#جدة_الأن #هند_القحطاني #هيا_الغماس #عيد_الاضحى #غسيل_الأموال #قطر #كورونا #لبنان #ببجي #يوسف_العماري #سالب_الرياض #شوقر_دادي #زورو #زينب_حيدر #راعي_الحرشا #وش_رايكم_بالتعدد #طرف_علم #خنزيره #هديه_العبداللطيف_iPhone11 #فارس_الرقيبه #صلاله","['#زينب_حيدر', '#هيا_الغماس', '#يوسف_العماري', '#طرف_علم', '#كورونا', '#خنزيره', '#سالب_الرياض', '#هند_القحطاني', '#ببجي', '#لبنان', '#غسيل_الأموال', '#وش_رايكم_بالتعدد', '#عيد_الاضحى', '#جدة_الأن', '#زورو', '#قطر', '#شوقر_دادي', '#هديه_العبداللطيف_iPhone11', '#صلاله', '#راعي_الحرشا', '#فارس_الرقيبه']"
Latché | لطشة,Aug 3,"يلي بعدها واقفة الدني عندو على #ان_الثوره_تولد_من_رحم_الاحزان
بحب خبركن إنو اليوم في ممرضة توفّت هيي وعم تقوم بواجبها وتخلّص حياة الناس. بس هيك☻
#زينب_حيدر #كورونا #لبنان","['#زينب_حيدر', '#لبنان', '#ان_الثوره_تولد_من_رحم_الاحزان', '#كورونا']"
carine salameh,Aug 3,"زينب شهيدة الواجب.... الله يرحمك ويصبر عيلتك
إلى زينب شكرا. 
#خليك_بالبيت
#كورونا
#لبنان","['#لبنان', '#كورونا', '#خليك_بالبيت']"
Abou Rayan,Aug 3,"اقناع الناس ببلدنا عن خطورة كورونا اصعب من اقناع فارس سعيد بسيادة لبنان وكرامته ..
#كورونا_لبنان",['#كورونا_لبنان']
جنان خواجة,Aug 3,"وكفى بالموتِ واعظا.
#زينب_حيدر 
#كورونا_لبنان","['#زينب_حيدر', '#كورونا_لبنان']"
Faysal ElKak فيصل القاق,Aug 3,الرحمة للشهيدة الممرضة زينب حيدر #كورونا_لبنان #القطاع_الطبي,"['#القطاع_الطبي', '#كورونا_لبنان']"
آية☆,Aug 3,"يتضاعف إجمالي حالات الإصابة بـ COVID-19 في لبنان كل 20 يومًا. هذا المعدل أسرع 2.1 مرة من متوسط معدل المضاعفة في العالم (41 يومًا)
#كورونا #لبنان #لبنان_يحتضر","['#لبنان_يحتضر', '#لبنان', '#كورونا']"
Mohammad Ali || محمد علي,Aug 3,"الجسم التمريضي يقدم شـهـيـدة جديدة في معركة كورونا
""الممرضة زينب حيدر"" شـهـيـدة الوطن؛ كل الوطن 
#كورونا #لبنان","['#لبنان', '#كورونا']"
Linda Azar,Aug 3,#كورونا #لبنان,"['#لبنان', '#كورونا']"
إعلام العرب,Aug 3,"مع ارتفاع إصابات كورونا..لبنان يعلن الإغلاق ويحذر من الأعراس 
https://i3lam-al3arab.com/%d9%85%d8%b9-%d8%a7%d8%b1%d8%aa%d9%81%d8%a7%d8%b9-%d8%a5%d8%b5%d8%a7%d8%a8%d8%a7%d8%aa-%d9%83%d9%88%d8%b1%d9%88%d9%86%d8%a7-%d9%84%d8%a8%d9%86%d8%a7%d9%86-%d9%8a%d8%b9%d9%84%d9%86-%d8%a7%d9%84%d8%a5/…",[]
Mohamad Ali Jaara,Aug 3,"دم #الشهيدة #زينب_حيدر ب رقبة كل واحد مستهتر، برقبة كل واحد فينا بعدوا عايش حياتوا طبيعي و متهاون بحياتو و حياة غيروا... هيدي اسمها قلة ضمير و اخلاق يا عديمي الرحمة .. و يا ريت ما عاد حدا يعوّل ع وعي الشعب 

#كورونا #لبنان","['#زينب_حيدر', '#لبنان', '#الشهيدة', '#كورونا']"
Sarah Rasine Basma,Aug 3,"أول ما نخلص مِن هيدي الأزمة بإذن الله، منتصور صورة جماعية ومنطير الكمامات بالهوا ومنكتب خريجي دفعة كورونا ٢٠٢٠ 
#كورونا_لبنان",['#كورونا_لبنان']
Marwa Abilmona,Aug 3,"زينب ليست شهيدة في سوريا، او العراق، او اليمن.  زينب الممرضة شهيدة لبنانية إنسانية.. تستحق منا ان تُكرم ولو في مماتها. رحمها الله.  
#كورونا_لبنان",['#كورونا_لبنان']
LBCI TV,Aug 3,"حسن: اللجنة العلمية ستوصي بإقفال عام لمدة 15 يوماً في حال كان التقييم سلبياً
#كورونا #لبنان","['#لبنان', '#كورونا']"
maha zein,Aug 3,"شهيدة الواجب 
#كورونا 
#كورونا_لبنان 
#لبنان 
#لبنان_ينهار","['#كورونا_لبنان', '#لبنان_ينهار', '#لبنان', '#كورونا']"
Adel Bazzi,Aug 3,"الله ينور عليكي قبرك بحجم النور الموجود في وجهك، شكراً على تضحيتك انت ملاك اخر من الطقم الطبي
#كورونا_لبنان",['#كورونا_لبنان']
MusicNationME,Aug 3,"وفاة ""الممرضة البطلة"" بعد اصابتها بفيروس كورونا في لبنان..خسارة جديدة للطاقم الطبي https://musicnation.me/?p=212855
@MusicNationme
 
#كورونا #لبنان","['#لبنان', '#كورونا']"
عبد اللطيف عيسى,Aug 3,"تحت عنوان الفوضى في إدارة الأزمة تنذر بالإنزلاق .. ورد في جريدة الأخبار :
 استثناءات (سبعة اعراس) تُفرّغ مبدأ الإقفال من جوهره، وتُناقض تصريحات حسن الداعية إلى «الحكمة» و«التعاون» لمنع الانزلاق نحو التفشّي الوبائي ...!
#كورونا_لبنان",['#كورونا_لبنان']
